panel,date,value
P000,2016-06,0.053995253221
P000,2016-07,0.008102553615
P000,2016-08,-0.196589446976
P000,2016-09,-0.123315683054
P000,2016-10,-0.046874710351
P000,2016-11,-0.161444573261
P000,2016-12,-0.008083883923
P000,2017-01,0.102299773279
P000,2017-02,0.020226869782
P000,2017-03,-0.205992203531
P000,2017-04,-0.005393922918
P000,2017-05,-0.110503246501
P000,2017-06,-0.153586782755
P000,2017-07,-0.068919106923
P000,2017-08,0.136166657357
P000,2017-09,0.239392531373
P000,2017-10,0.216902416177
P000,2017-11,0.105763241153
P000,2017-12,0.210536663131
P000,2018-01,0.100836668055
P000,2018-02,0.224852034429
P000,2018-03,0.416771554821
P000,2018-04,0.422526556069
P000,2018-05,0.370677404091
P000,2018-06,0.389354196697
P000,2018-07,0.186655348252
P000,2018-08,0.235571370686
P000,2018-09,0.217365512271
P000,2018-10,0.161461366650
P000,2018-11,-0.146677976816
P000,2018-12,-0.038871262567
P000,2019-01,0.154905077497
P000,2019-02,0.526480032090
P000,2019-03,0.619937455450
P000,2019-04,0.440791729670
P000,2019-05,0.293014746627
P000,2019-06,0.236666978131
P000,2019-07,0.283373959685
P000,2019-08,0.077735984047
P000,2019-09,0.238086822664
P000,2019-10,0.236681402814
P000,2019-11,0.164816673964
P000,2019-12,0.086518543119
P001,2000-01,-0.437673728254
P001,2000-02,-0.479676261429
P001,2000-03,-0.609071253846
P001,2000-04,-0.577038117235
P001,2000-05,-0.605113201904
P001,2000-06,-0.383483031024
P001,2000-07,-0.239794777954
P001,2000-08,-0.687082970987
P001,2000-09,-0.795483991600
P001,2000-10,-0.561068568883
P001,2000-11,-0.564779720828
P001,2000-12,-0.775833586278
P001,2001-01,-0.616296247758
P001,2001-02,-0.416125427964
P001,2001-03,-0.528147381142
P001,2001-04,-0.383529918782
P001,2001-05,-0.554512879237
P001,2001-06,-0.286733113801
P001,2001-07,-0.281622979540
P001,2001-08,-0.201703533117
P001,2001-09,-0.230362190387
P001,2001-10,-0.392065937087
P001,2001-11,-0.468391771115
P001,2001-12,-0.368398211204
P001,2002-01,-0.422251962946
P001,2002-02,-0.426902043447
P001,2002-03,-0.396261284349
P001,2002-04,-0.481415193336
P001,2002-05,-0.462876418672
P001,2002-06,-0.610682772359
P001,2002-07,-0.424274431428
P001,2002-08,-0.593547918224
P001,2002-09,-0.538578324367
P001,2002-10,-0.526594600502
P001,2002-11,-0.490721917167
P001,2002-12,-0.407403751048
P001,2003-01,-0.598361229520
P001,2003-02,-0.750532882724
P001,2003-03,-0.657997519781
P001,2003-04,-0.555470043391
P001,2003-05,-0.603132960629
P001,2003-06,-0.591149054598
P001,2003-07,-0.467830636690
P001,2003-08,-0.499220343552
P001,2003-09,-0.489648492032
P001,2003-10,-0.550295984578
P001,2003-11,-0.385342955108
P001,2003-12,-0.321763288524
P001,2004-01,-0.281962126786
P001,2004-02,-0.502990551816
P001,2004-03,-0.402086432651
P001,2004-04,-0.466681642676
P001,2004-05,-0.501696861335
P001,2004-06,-0.561178897601
P001,2004-07,-0.704221013394
P001,2004-08,-0.551950920881
P001,2004-09,-0.735162178665
P001,2004-10,-0.803054313317
P001,2004-11,-0.590303458336
P001,2004-12,-0.350336373577
P001,2005-01,-0.322821878156
P001,2005-02,-0.338231675520
P001,2005-03,-0.337592037850
P001,2005-04,-0.254270894027
P001,2005-05,-0.040278349500
P001,2005-06,-0.207094699197
P001,2005-07,-0.449406338172
P001,2005-08,-0.378279201125
P001,2005-09,-0.461324175215
P001,2005-10,-0.381129324355
P001,2005-11,-0.421931531513
P001,2005-12,-0.357581491098
P001,2006-01,-0.451740176459
P001,2006-02,-0.446530174306
P001,2006-03,-0.461027143305
P001,2006-04,-0.361906514917
P001,2006-05,-0.221832988905
P001,2006-06,-0.407068812303
P001,2006-07,-0.592664744690
P001,2006-08,-0.726431777768
P001,2006-09,-0.609953683141
P001,2006-10,-0.613129983701
P001,2006-11,-0.492203446939
P001,2006-12,-0.670576411331
P001,2007-01,-0.719503725734
P001,2007-02,-0.470336432597
P001,2007-03,-0.542542624733
P001,2007-04,-0.487785601374
P001,2007-05,-0.577921272511
P001,2007-06,-0.471246358862
P001,2007-07,-0.601926867279
P001,2007-08,-0.508261159331
P001,2007-09,-0.583497245417
P001,2007-10,-0.588721033010
P001,2007-11,-0.352813875992
P001,2007-12,-0.574512098323
P001,2008-01,-0.336637580565
P001,2008-02,-0.295036085672
P001,2008-03,-0.200598889837
P001,2008-04,-0.220022331129
P001,2008-05,-0.417449763709
P001,2008-06,-0.531667906274
P001,2008-07,-0.295034053490
P001,2008-08,-0.346614481051
P001,2008-09,-0.311100564589
P001,2008-10,-0.602241403337
P001,2008-11,-0.637356509037
P001,2008-12,-0.558864058663
P001,2009-01,-0.792155098263
P001,2009-02,-0.730984570845
P001,2009-03,-0.665348282531
P001,2009-04,-0.285762899701
P001,2009-05,-0.263363612961
P001,2009-06,-0.373568064073
P001,2009-07,-0.339600881108
P001,2009-08,-0.390300521606
P001,2009-09,-0.550680329053
P001,2009-10,-0.476408175975
P001,2009-11,-0.408099030479
P001,2009-12,-0.529276352560
P001,2010-01,-0.489542031333
P001,2010-02,-0.408539456491
P001,2010-03,-0.183226772920
P001,2010-04,-0.156592549270
P001,2010-05,-0.083659456621
P001,2010-06,-0.188520038575
P001,2010-07,-0.228899629345
P001,2010-08,-0.086672428471
P001,2010-09,-0.175009986324
P001,2010-10,-0.300918173162
P001,2010-11,-0.511183880952
P001,2010-12,-0.419447871034
P001,2011-01,-0.245011789082
P001,2011-02,-0.419517389418
P001,2011-03,-0.437504558486
P001,2011-04,-0.469799045191
P001,2011-05,-0.615036308351
P001,2011-06,-0.617409000370
P001,2011-07,-0.353532264924
P001,2011-08,-0.325931706180
P001,2011-09,-0.274302857452
P001,2011-10,-0.245701205370
P001,2011-11,-0.512586072459
P001,2011-12,-0.378174052555
P001,2012-01,-0.295955548932
P001,2012-02,-0.524263827807
P001,2012-03,-0.668186827585
P001,2012-04,-0.564229584455
P001,2012-05,-0.308081812534
P001,2012-06,-0.232274305050
P001,2012-07,-0.354480798532
P001,2012-08,-0.409063552549
P001,2012-09,-0.537842807271
P001,2012-10,-0.569256695248
P001,2012-11,-0.386950351221
P001,2012-12,-0.574235876096
P001,2013-01,-0.589953536368
P001,2013-02,-0.690573217029
P001,2013-03,-0.597407557731
P001,2013-04,-0.693727253334
P001,2013-05,-0.567012684968
P001,2013-06,-0.388444463060
P001,2013-07,-0.484762685319
P001,2013-08,-0.505364794127
P001,2013-09,-0.688039184148
P001,2013-10,-0.613085951936
P001,2013-11,-0.758308740403
P001,2013-12,-0.601088259754
P001,2014-01,-0.707834674704
P001,2014-02,-0.595468779079
P001,2014-03,-0.907512198131
P001,2014-04,-0.847844071002
P001,2014-05,-0.549136932178
P001,2014-06,-0.481203660395
P001,2014-07,-0.566036826808
P001,2014-08,-0.583324631871
P001,2014-09,-0.664031164573
P001,2014-10,-0.610110768558
P001,2014-11,-0.578510541677
P001,2014-12,-0.428405312471
P001,2015-01,-0.486257946532
P001,2015-02,-0.733880769666
P001,2015-03,-0.643635015216
P001,2015-04,-0.749049735913
P001,2015-05,-0.690968395644
P001,2015-06,-0.613439952901
P001,2015-07,-0.613152004596
P001,2015-08,-0.685973474002
P001,2015-09,-0.758960564476
P001,2015-10,-0.500912726993
P001,2015-11,-0.778422477959
P001,2015-12,-0.692477020981
P001,2016-01,-0.506447949663
P001,2016-02,-0.559061539053
P001,2016-03,-0.269201296797
P001,2016-04,-0.174316703976
P001,2016-05,-0.398071956747
P001,2016-06,-0.451218190415
P001,2016-07,-0.543539319927
P001,2016-08,-0.564787014900
P001,2016-09,-0.478555064704
P001,2016-10,-0.020328207702
P001,2016-11,-0.312844985091
P001,2016-12,-0.391779456746
P001,2017-01,-0.301935725818
P001,2017-02,-0.450039265175
P001,2017-03,-0.359635014911
P001,2017-04,-0.504762476107
P001,2017-05,-0.370581576671
P001,2017-06,-0.308236953058
P001,2017-07,-0.353914076542
P001,2017-08,-0.370354777328
P001,2017-09,-0.392595224000
P001,2017-10,-0.629181197572
P001,2017-11,-0.746265431670
P001,2017-12,-0.844354124727
P001,2018-01,-0.864993369659
P001,2018-02,-0.635560841356
P001,2018-03,-0.409652157704
P001,2018-04,-0.723823156863
P001,2018-05,-0.397372486522
P001,2018-06,-0.494489700917
P001,2018-07,-0.584579303584
P001,2018-08,-0.445120415382
P001,2018-09,-0.313230010454
P001,2018-10,-0.471849533781
P001,2018-11,-0.557171280687
P001,2018-12,-0.612450011111
P001,2019-01,-0.419777658544
P001,2019-02,-0.403306217840
P001,2019-03,-0.527353745523
P001,2019-04,-0.622092511092
P001,2019-05,-0.597144809917
P001,2019-06,-0.570513858572
P001,2019-07,-0.374873089037
P001,2019-08,-0.509047493263
P001,2019-09,-0.546973508520
P001,2019-10,-0.564150928611
P001,2019-11,-0.602818851339
P001,2019-12,-0.613465897505
P002,2000-01,0.346976593833
P002,2000-02,0.264223353783
P002,2000-03,0.297661873756
P002,2000-04,0.394741910263
P002,2000-05,0.362225253747
P002,2000-06,0.382101377524
P002,2000-07,0.390906477881
P002,2000-08,0.306388950136
P002,2000-09,0.312159087300
P002,2000-10,0.390542506836
P002,2000-11,0.293565191997
P002,2000-12,0.366189318694
P002,2001-01,0.439435199072
P002,2001-02,0.546650862275
P002,2001-03,0.632916915945
P002,2001-04,0.601847570254
P002,2001-05,0.513885036195
P002,2001-06,0.362645725357
P002,2001-07,0.285666957585
P002,2001-08,0.287569095681
P002,2001-09,0.355648018767
P002,2001-10,0.401206927276
P002,2001-11,0.314922913140
P002,2001-12,0.388117044568
P002,2002-01,0.452737238863
P002,2002-02,0.474247023727
P002,2002-03,0.529787889726
P002,2002-04,0.506700856102
P002,2002-05,0.431348558983
P002,2002-06,0.482620766745
P002,2002-07,0.443383449925
P002,2002-08,0.490910233039
P002,2002-09,0.408391401600
P002,2002-10,0.422940507919
P002,2002-11,0.315028697964
P002,2002-12,0.484995000762
P002,2003-01,0.381122464327
P002,2003-02,0.272959586962
P002,2003-03,0.262458094506
P002,2003-04,0.217466205117
P002,2003-05,0.217218483504
P002,2003-06,0.282805723119
P002,2003-07,0.381391764459
P002,2003-08,0.260417693964
P002,2003-09,0.299641678765
P002,2003-10,0.309809274811
P002,2003-11,0.233581670894
P002,2003-12,0.308835827265
P002,2004-01,0.229186788811
P002,2004-02,0.262440319112
P002,2004-03,0.323360638602
P002,2004-04,0.274283470710
P002,2004-05,0.217143214608
P002,2004-06,0.177430318302
P002,2004-07,0.287945785467
P002,2004-08,0.368296118835
P002,2004-09,0.333981394595
P002,2004-10,0.319476941606
P002,2004-11,0.214665767332
P002,2004-12,0.187543986102
P002,2005-01,0.201501304908
P002,2005-02,0.119813868191
P002,2005-03,0.205052979223
P002,2005-04,0.197679166223
P002,2005-05,0.275252507229
P002,2005-06,0.285507705625
P002,2005-07,0.353672666413
P002,2005-08,0.322736805621
P002,2005-09,0.358865443411
P002,2005-10,0.303525776905
P002,2005-11,0.333942084559
P002,2005-12,0.411479244021
P002,2006-01,0.448712467065
P002,2006-02,0.473636984502
P002,2006-03,0.486870478135
P002,2006-04,0.521203730864
P002,2006-05,0.522557976566
P002,2006-06,0.531883996638
P002,2006-07,0.569350761373
P002,2006-08,0.445995622278
P002,2006-09,0.407277568479
P002,2006-10,0.329123934905
P002,2006-11,0.461304271745
P002,2006-12,0.390459346852
P002,2007-01,0.256879075373
P002,2007-02,0.400062229589
P002,2007-03,0.385754476643
P002,2007-04,0.423467597524
P002,2007-05,0.577129995312
P002,2007-06,0.549529113111
P002,2007-07,0.494749551785
P002,2007-08,0.410688370606
P002,2007-09,0.425162370614
P002,2007-10,0.460503018267
P002,2007-11,0.560316334818
P002,2007-12,0.384660154807
P002,2008-01,0.289590245444
P002,2008-02,0.309900711385
P002,2008-03,0.291055292582
P002,2008-04,0.296703220829
P002,2008-05,0.245345856274
P002,2008-06,0.407739863213
P002,2008-07,0.418187107258
P002,2008-08,0.406544984954
P002,2008-09,0.471412539837
P002,2008-10,0.521899496342
P002,2008-11,0.434346700413
P002,2008-12,0.409973260422
P002,2009-01,0.378292325404
P002,2009-02,0.342986358995
P002,2009-03,0.402197494420
P002,2009-04,0.423622310685
P002,2009-05,0.394806293421
P002,2009-06,0.418408949041
P002,2009-07,0.476439878790
P002,2009-08,0.540671049152
P002,2009-09,0.531925165142
P002,2009-10,0.470917093694
P002,2009-11,0.462845348507
P002,2009-12,0.502028344013
P002,2010-01,0.440302511738
P002,2010-02,0.486533628788
P002,2010-03,0.443204342491
P002,2010-04,0.356292996721
P002,2010-05,0.413232778699
P002,2010-06,0.400040350689
P002,2010-07,0.456212111461
P002,2010-08,0.386503576155
P002,2010-09,0.287390364533
P002,2010-10,0.303706196284
P002,2010-11,0.286261887819
P002,2010-12,0.225868036998
P002,2011-01,0.184463384234
P002,2011-02,0.312237339850
P002,2011-03,0.310235718270
P002,2011-04,0.290871538615
P002,2011-05,0.319320827885
P002,2011-06,0.371873228310
P002,2011-07,0.442448195995
P002,2011-08,0.459693270545
P002,2011-09,0.471458606845
P002,2011-10,0.408329729501
P002,2011-11,0.450607177444
P002,2011-12,0.428478564721
P002,2012-01,0.444971905154
P002,2012-02,0.482496775910
P002,2012-03,0.472106673597
P002,2012-04,0.502804699167
P002,2012-05,0.465076868866
P002,2012-06,0.510547289958
P002,2012-07,0.547111220817
P002,2012-08,0.533330811085
P002,2012-09,0.422850416567
P002,2012-10,0.378956226783
P002,2012-11,0.306177214519
P002,2012-12,0.255222720597
P002,2013-01,0.268508277722
P002,2013-02,0.366334521466
P002,2013-03,0.462548552879
P002,2013-04,0.583303136340
P002,2013-05,0.514735218829
P002,2013-06,0.474439620283
P002,2013-07,0.430246204550
P002,2013-08,0.388051197229
P002,2013-09,0.443458134397
P002,2013-10,0.533736256178
P002,2013-11,0.531422439556
P002,2013-12,0.466531800619
P002,2014-01,0.445021681178
P002,2014-02,0.424863936075
P002,2014-03,0.385202357570
P002,2014-04,0.450784020616
P002,2014-05,0.360521815562
P002,2014-06,0.315529419494
P002,2014-07,0.343201995862
P002,2014-08,0.395461653677
P002,2014-09,0.247339566641
P002,2014-10,0.231346635754
P002,2014-11,0.181269181125
P002,2014-12,0.180283022996
P002,2015-01,0.315610718138
P002,2015-02,0.309702394394
P002,2015-03,0.379113302547
P002,2015-04,0.350804903099
P002,2015-05,0.318859551030
P002,2015-06,0.343383859150
P002,2015-07,0.458045518933
P002,2015-08,0.464684625620
P002,2015-09,0.446722553587
P002,2015-10,0.429013893134
P002,2015-11,0.359432171124
P002,2015-12,0.310041347412
P002,2016-01,0.358212240269
P002,2016-02,0.211153736431
P002,2016-03,0.343293722772
P002,2016-04,0.354346527081
P002,2016-05,0.256218861987
P002,2016-06,0.189231785942
P002,2016-07,0.146812250872
P002,2016-08,0.167573971184
P002,2016-09,0.235519182996
P002,2016-10,0.415279052239
P002,2016-11,0.289042650501
P002,2016-12,0.209741810473
P002,2017-01,0.236242261898
P002,2017-02,0.279766066440
P002,2017-03,0.280552656844
P002,2017-04,0.276162401528
P002,2017-05,0.405569113022
P002,2017-06,0.388669910108
P002,2017-07,0.352427715386
P002,2017-08,0.403519260136
P002,2017-09,0.336115767261
P002,2017-10,0.329084396252
P002,2017-11,0.249436142888
P002,2017-12,0.171555016817
P002,2018-01,0.221792837021
P002,2018-02,0.173028004094
P002,2018-03,0.279048772072
P002,2018-04,0.390750439561
P002,2018-05,0.240051318061
P002,2018-06,0.282437281777
P002,2018-07,0.293287817780
P002,2018-08,0.274478975554
P002,2018-09,0.296821528331
P002,2018-10,0.291533761014
P002,2018-11,0.179333690158
P002,2018-12,0.299780901184
P002,2019-01,0.394385526809
P002,2019-02,0.412981417868
P002,2019-03,0.430438753005
P002,2019-04,0.405218487885
P002,2019-05,0.356798341477
P002,2019-06,0.387312111535
P002,2019-07,0.522538849381
P002,2019-08,0.436705300817
P002,2019-09,0.539843196353
P002,2019-10,0.440077666324
P002,2019-11,0.301507449640
P002,2019-12,0.297896239611
P003,2000-01,-0.141775157560
P003,2000-02,-0.091119378688
P003,2000-03,-0.031506469098
P003,2000-04,-0.160946954818
P003,2000-05,-0.037617708090
P003,2000-06,-0.061660650912
P003,2000-07,-0.157313397784
P003,2000-08,-0.224053863897
P003,2000-09,-0.220186287662
P003,2000-10,-0.093562341659
P003,2000-11,-0.051074303089
P003,2000-12,0.006979219411
P003,2001-01,0.034605659354
P003,2001-02,-0.025756427383
P003,2001-03,0.012475716657
P003,2001-04,0.064214725794
P003,2001-05,0.058013283937
P003,2001-06,-0.030325681266
P003,2001-07,0.077114904707
P003,2001-08,0.130487104594
P003,2001-09,0.138329117302
P003,2001-10,0.296865230172
P003,2001-11,0.308371569005
P003,2001-12,0.152052677560
P003,2002-01,0.196692736829
P003,2002-02,0.138106925528
P003,2002-03,0.086269985004
P003,2002-04,0.134052852700
P003,2002-05,0.138442370613
P003,2002-06,0.040134760731
P003,2002-07,-0.044569611484
P003,2002-08,-0.074074762729
P003,2002-09,-0.106440956555
P003,2002-10,-0.203024264956
P003,2002-11,-0.102026741212
P003,2002-12,0.028686383847
P003,2003-01,-0.041090403965
P003,2003-02,0.103846671945
P003,2003-03,0.022590766075
P003,2003-04,0.081183559786
P003,2003-05,0.045485260449
P003,2003-06,0.082105894501
P003,2003-07,-0.027764962037
P003,2003-08,-0.122272341835
P003,2003-09,-0.084805318153
P003,2003-10,-0.136919594055
P003,2003-11,-0.189491699974
P003,2003-12,-0.192197526122
P003,2004-01,-0.125369006370
P003,2004-02,-0.206668778060
P003,2004-03,-0.205988836430
P003,2004-04,-0.206155156058
P003,2004-05,-0.225526720882
P003,2004-06,-0.217988043684
P003,2004-07,-0.208243724546
P003,2004-08,-0.268032912933
P003,2004-09,-0.197625723360
P003,2004-10,-0.164179793260
P003,2004-11,-0.197852186871
P003,2004-12,-0.301072224576
P003,2005-01,-0.274684672410
P003,2005-02,-0.303464788655
P003,2005-03,-0.270657841004
P003,2005-04,-0.287685149210
P003,2005-05,-0.195355462342
P003,2005-06,-0.195007582402
P003,2005-07,-0.238589061278
P003,2005-08,-0.107047120953
P003,2005-09,-0.120263719420
P003,2005-10,-0.116126183693
P003,2005-11,-0.053019644300
P003,2005-12,-0.122518126757
P003,2006-01,-0.106950308236
P003,2006-02,-0.179581163551
P003,2006-03,-0.194252896830
P003,2006-04,-0.327567549456
P003,2006-05,-0.360703994569
P003,2006-06,-0.222426805078
P003,2006-07,-0.221411368106
P003,2006-08,-0.220274901949
P003,2006-09,-0.197674095829
P003,2006-10,-0.127509632962
P003,2006-11,-0.062183534971
P003,2006-12,-0.033035745272
P003,2007-01,-0.117729965837
P003,2007-02,-0.137467638858
P003,2007-03,-0.126811091852
P003,2007-04,-0.180729354551
P003,2007-05,-0.208972783802
P003,2007-06,-0.287915529572
P003,2007-07,-0.199111237069
P003,2007-08,-0.338452757736
P003,2007-09,-0.372954756138
P003,2007-10,-0.348452372545
P003,2007-11,-0.337416174860
P003,2007-12,-0.321742061237
P003,2008-01,-0.316744351994
P003,2008-02,-0.359906410396
P003,2008-03,-0.461903917102
P003,2008-04,-0.539850795697
P003,2008-05,-0.477168186801
P003,2008-06,-0.350888494914
P003,2008-07,-0.311696131724
P003,2008-08,-0.338246293445
P003,2008-09,-0.275423829662
P003,2008-10,-0.243036457528
P003,2008-11,-0.260506474599
P003,2008-12,-0.377672441162
P003,2009-01,-0.315441508061
P003,2009-02,-0.466799233919
P003,2009-03,-0.317788741454
P003,2009-04,-0.376967743525
P003,2009-05,-0.325253956427
P003,2009-06,-0.264284211658
P003,2009-07,-0.182656542805
P003,2009-08,-0.179386063282
P003,2009-09,-0.210105203954
P003,2009-10,-0.289962816523
P003,2009-11,-0.371440701040
P003,2009-12,-0.376441642065
P003,2010-01,-0.305928707223
P003,2010-02,-0.277840363184
P003,2010-03,-0.267479238926
P003,2010-04,-0.289139600119
P003,2010-05,-0.191831940619
P003,2010-06,-0.111771476053
P003,2010-07,-0.107645554715
P003,2010-08,-0.102878126980
P003,2010-09,-0.170539621695
P003,2010-10,-0.226851521689
P003,2010-11,-0.133246726723
P003,2010-12,-0.144001887094
P003,2011-01,-0.221491968531
P003,2011-02,-0.193831963922
P003,2011-03,-0.154375009794
P003,2011-04,-0.140600889656
P003,2011-05,-0.102658935299
P003,2011-06,-0.000006038830
P003,2011-07,-0.026277772110
P003,2011-08,-0.099554886906
P003,2011-09,-0.105340042753
P003,2011-10,-0.146954304649
P003,2011-11,-0.217867972230
P003,2011-12,-0.117606592373
P003,2012-01,-0.159438044731
P003,2012-02,-0.142187580668
P003,2012-03,-0.143578706804
P003,2012-04,-0.217316590251
P003,2012-05,-0.142622519064
P003,2012-06,-0.204535975991
P003,2012-07,-0.160616638554
P003,2012-08,-0.160813965443
P003,2012-09,-0.154167268371
P003,2012-10,-0.160917052415
P003,2012-11,-0.063231102283
P003,2012-12,-0.037277258448
P003,2013-01,-0.078241954615
P003,2013-02,-0.160362668409
P003,2013-03,-0.262590465771
P003,2013-04,-0.169377790568
P003,2013-05,-0.192362402746
P003,2013-06,-0.163902414202
P003,2013-07,-0.173472645568
P003,2013-08,-0.248668341878
P003,2013-09,-0.255427235070
P003,2013-10,-0.116747280005
P003,2013-11,0.009700464287
P003,2013-12,0.052801352879
P003,2014-01,-0.018673581253
P003,2014-02,-0.044250245431
P003,2014-03,-0.148360156261
P003,2014-04,-0.180934796327
P003,2014-05,-0.266894401590
P003,2014-06,-0.220561993127
P003,2014-07,-0.178410539102
P003,2014-08,-0.144523190672
P003,2014-09,-0.104818076140
P003,2014-10,-0.107160405960
P003,2014-11,-0.092795950724
P003,2014-12,-0.120752382805
P003,2015-01,-0.124552373999
